"diagnosis_procedure"	"total_paid"	"percent_rank_total_paid"	"avg_paid_per_claim"	"mean_count_per_claim"	"claim_count"
"G56.21_99456"	55500	0.994195	880.952380952381	1.86666666666667	63
"S16.1XX_G0283"	74569.66	0.995716	75.0197786720322	1.0907220736474	994
"S92.352_99213"	141792.77	0.997888	285.297323943662	1.05347985347985	497
"S46.911_97750"	200577.7	0.998621	640.823322683706	1.75	313
"S09.8XX_99214"	65555.87	0.995088	262.22348	1.07438016528926	250
"M51.27_99204"	46495.33	0.993036	202.153608695652	1.18257261410788	230
"M93.272_29891"	36399.39	0.991205	1654.51772727273	1.54545454545455	22
"S32.010_99456"	119980.5	0.99744	944.728346456693	1.78658536585366	127
"M25.551_99204"	52581.27	0.993846	215.497008196721	1.17338709677419	244
"M75.121_97164"	53277.53	0.993953	145.965835616438	1.10066225165563	365
"S93.326_L5999"	34361.25	0.990722	34361.25	1	1
"L89.314_E2402"	34245.43	0.990696	17122.715	1.2	2
"M54.12_22845"	45900.45	0.992955	850.008333333333	2.05454545454545	54
"G90.519_63685"	44085.84	0.992703	6297.97714285714	1.14285714285714	7
"S48.911_E1399"	35537.68	0.99102	35537.68	1	1
"S52.122_24665"	117481.75	0.997385	3175.18243243243	2.13513513513514	37
"S88.112_L5969"	38000	0.991566	38000	1	1
"S13.8XX_97799"	101291.25	0.996908	6752.75	1.16184971098266	15
"R31.9_A0435"	34339.77	0.990718	34339.77	1	1
"S82.891_99456"	118549	0.997409	790.326666666667	1.55621301775148	150
"K40.20_97799"	59562.5	0.994602	9927.08333333333	1.46666666666667	6
"S43.431_97799"	107885.1	0.997113	11987.2333333333	1.20765027322404	9
"S83.412_97799"	32850	0.990358	16425	1.88333333333333	2
"S92.901_97799"	91750	0.99654	18350	1.62295081967213	5
"S63.92X_99456"	114023.5	0.997296	780.982876712329	1.61935483870968	146
"S83.92X_97162"	133164.74	0.99772	126.222502369668	1.07906976744186	1055
"Z89.512_L5973"	134456.48	0.997749	19208.0685714286	1.28571428571429	7
"S67.197_99456"	46837	0.993088	767.819672131148	1.48529411764706	61
"S68.111_99456"	36266.6	0.991177	711.109803921569	1.30909090909091	51
"M51.16_97799"	235759.13	0.99884	11226.6252380952	1.19191919191919	21
"M48.061_99214"	73687.37	0.995671	226.730369230769	1.08247422680412	325
"M25.572_L4361"	51355.49	0.993681	263.361487179487	1.08673469387755	195
"G31.84_96116"	88094.66	0.996383	431.836568627451	1.37946428571429	204
"S82.202_01480"	47149.08	0.993134	654.848333333333	1.27027027027027	72
"S06.0X0_70551"	60999.52	0.994739	296.114174757281	1.0625	206
"M96.1_C1820"	33010.39	0.990395	16505.195	1.5	2
"S46.911_97530"	1369491.19	0.999891	365.880627838632	1.19885799404171	3743
"S32.9XX_99456"	49038	0.993407	831.152542372881	1.77941176470588	59
"S43.82X_99456"	69285	0.995374	815.117647058824	1.5	85
"S38.1XX_11046"	65583.28	0.99509	65583.28	96.3333333333333	1
"E11.9_S9123"	33740	0.990564	16870	1.02843601895735	2
"S62.102_99456"	80557.5	0.996051	774.591346153846	1.65765765765766	104
"G82.52_E0270"	36560	0.991241	36560	1	1
"R10.9_A0427"	33148.72	0.990441	419.604050632911	1.1566265060241	79
"S42.351_24515"	37474.74	0.991446	1629.33652173913	1.43478260869565	23
"H90.3_V5257"	266965.8	0.999006	4305.9	1.72463768115942	62
"T75.4XX_L7180"	50955.93	0.993644	50955.93	1	1
"M65.872_99213"	69640.13	0.995399	353.503197969543	1.03003003003003	197
"M20.011_99456"	50080.5	0.993544	736.477941176471	1.3972602739726	68
"S62.502_97799"	48100	0.993266	16033.3333333333	1.82051282051282	3
"S66.911_99214"	304557.31	0.999159	272.656499552373	1.04262788365095	1117
"S09.90X_A0436"	367197.96	0.99934	3464.13169811321	1.76415094339623	106
"S61.411_99284"	56246.99	0.994256	155.378425414365	1.11263736263736	362
"S63.8X1_99456"	100057	0.996869	926.453703703704	1.74418604651163	108
"S20.20X_99456"	36987.5	0.991351	973.355263157895	2.36363636363636	38
"S46.911_99456"	1480701.46	0.999906	961.494454545455	1.85736842105263	1540
"S76.112_99456"	50978	0.993649	835.704918032787	1.55555555555556	61
"S89.92X_A0431"	78104.43	0.995924	6008.03307692308	2.23076923076923	13
"S58.111_L7181"	47033.69	0.993122	47033.69	1	1
"I70.235_37229"	38542.34	0.991696	12847.4466666667	1.75	3
"M51.36_00670"	44874.09	0.992811	1602.64607142857	1.39285714285714	28
"S93.692_99213"	60043.97	0.994652	234.5467578125	1.03945111492281	256
"S14.118_A4353"	33676.5	0.990556	16838.25	1.47368421052632	2
"S83.512_29879"	44141.82	0.992712	882.8364	2.52941176470588	50
"G90.511_63650"	81003.94	0.996073	5785.99571428571	3	14
"S43.402_90791"	38073.03	0.991581	322.65279661017	1.15037593984962	118
"M23.611_99456"	33100	0.990425	848.717948717949	1.75555555555556	39
"S83.206_99456"	98698	0.996805	710.057553956835	1.38775510204082	139
"S99.922_99214"	34211.67	0.990685	201.245117647059	1.02489626556017	170
"S52.572_20680"	37421.5	0.991437	1100.63235294118	1.71428571428571	34
"S52.302_99456"	36015	0.991123	837.558139534884	1.85714285714286	43
"M25.562_99456"	157371.3	0.998141	684.223043478261	1.58024691358025	230
"S12.500_S9122"	66588.75	0.995172	66588.75	1	1
"S80.02X_20610"	37457.07	0.991442	102.622109589041	1.08962264150943	365
"S76.811_99456"	45320	0.992878	888.627450980392	1.98245614035088	51
"S83.221_29879"	38286.6	0.991643	1160.2	1.39393939393939	33
"M47.22_99214"	34918.4	0.990859	345.726732673267	1.13709677419355	101
"G82.54_S9124"	101580.4	0.996916	50790.2	1.0404984423676	2
"I62.00_A0431"	36707.44	0.991291	18353.72	1.5	2
"S93.491_97799"	49843.75	0.993516	16614.5833333333	1.08108108108108	3
"S93.421_99456"	51988	0.993774	722.055555555556	1.4025974025974	72
"K43.2_15734"	46900.06	0.993096	3607.69692307692	2.23076923076923	13
"F33.2_90868"	36606.69	0.991252	9151.6725	1.35185185185185	4
"T31.0_A0431"	80216.55	0.99603	7292.41363636364	2	11
"S66.321_26418"	76495.54	0.995822	1499.91254901961	1.64705882352941	51
"G90.519_J7999"	44823.97	0.9928	22411.985	1.09090909090909	2
"S43.422_99456"	151410.5	0.998058	792.725130890052	1.72146118721461	191
"S39.011_99456"	164073.5	0.998221	942.951149425287	2.1953488372093	174
"M54.12_E0748"	54640.9	0.994093	4203.14615384615	1	13
"S63.601_97530"	65583.14	0.995089	329.56351758794	1.22542595019659	199
"S02.2XX_21320"	57830.42	0.994421	722.88025	1.25925925925926	80
"G93.1_99231"	39538.38	0.991889	3953.838	1.15193798449612	10
"S46.011_29826"	170915.04	0.998317	180.671289640592	1.70575916230366	946
"S68.623_99456"	75798	0.995786	735.902912621359	1.37837837837838	103
"T75.4XX_95951"	50467.23	0.993594	25233.615	2.5	2
"M51.86_97799"	38075	0.991584	19037.5	1.06382978723404	2
"F07.81_95951"	1064270.03	0.999831	10135.905047619	1.51754385964912	105
"S02.91X_A0431"	50703.07	0.993612	4609.37	1.63636363636364	11
"S61.412_A0431"	35358.46	0.990974	17679.23	1.5	2
"T20.20X_99456"	33950	0.990619	1028.78787878788	2.02380952380952	33
"M51.26_99361"	33042.64	0.990406	363.105934065934	1.16032608695652	91
"G40.109_95951"	32396.94	0.990204	6479.388	1.38461538461538	5
"S62.524_99456"	32380	0.990199	688.936170212766	1.28571428571429	47
"R53.1_97140"	37579.7	0.991476	347.960185185185	1.11738148984199	108
"M54.2_80307"	150205.96	0.998039	206.895261707989	1.10204081632653	726
"S29.012_99455"	44907.44	0.99282	119.434680851064	1.08121827411168	376
"S62.633_99456"	100084.5	0.996871	746.899253731343	1.49664429530201	134
"S39.83X_A0436"	49577.38	0.993483	24788.69	1	2
"M75.102_97750"	106756.92	0.997076	706.999470198675	1.40291262135922	151
"S58.111_L6624"	49296.05	0.993448	7042.29285714286	2	7
"Z98.890_97545"	77854.54	0.995912	533.250273972603	1.06159110350727	146
"S68.119_L7499"	82108.16	0.996124	20527.04	6.16666666666667	4
"S29.8XX_A0431"	67604.03	0.995259	9657.71857142857	1.85714285714286	7
"S72.002_99456"	71316.5	0.995502	819.729885057471	1.51456310679612	87
"G90.521_63650"	129090.03	0.997649	7171.66833333333	4.13636363636364	18
"S46.212_99456"	183568.94	0.998452	755.427736625514	1.45289855072464	243
"S52.531_97799"	36616	0.991256	12205.3333333333	1	3
"S88.112_L5981"	35525.44	0.991017	3552.544	1.2	10
"S13.4XX_99214"	2259667.84	0.999955	488.999748972084	1.05484876022329	4621
"S43.409_99456"	58700	0.994514	917.1875	1.8875	64
"S09.90X_96118"	124791.5	0.997551	2446.89215686275	1.51923076923077	51
"T14.8XX_L7499"	55897.96	0.99422	27948.98	5.5	2
"S80.12X_99214"	219825.84	0.998753	264.21375	1.04625850340136	832
"M75.81_99213"	66426.88	0.995158	179.048194070081	1.02790014684288	371
"S61.212_99283"	34748.34	0.990823	84.5458394160584	1.11622276029056	411
"S22.42X_99456"	117339.35	0.997381	1086.47546296296	2.11888111888112	108
"S96.912_97112"	102543.36	0.996952	247.689275362319	1.0838905775076	414
"S62.101_99456"	72391	0.99558	822.625	1.53465346534653	88
"S66.121_26356"	75615.32	0.995773	2362.97875	2.3125	32
"G82.53_99232"	32507.03	0.99024	5417.83833333333	1.1875	6
"S46.012_E1399"	39852.08	0.991954	463.396279069767	1.04545454545455	86
"M51.26_63650"	91445.12	0.996526	3975.8747826087	3.11538461538462	23
"S88.119_G0156"	246400	0.998909	246400	1.03096234309623	1
"Z89.511_L5969"	202000	0.99863	50500	1	4
"S01.80X_A0431"	35806.18	0.991069	11935.3933333333	2.66666666666667	3
"S21.331_11047"	57133.29	0.994359	57133.29	3.33333333333333	1
"S68.412_A0431"	38867.13	0.991761	19433.565	2	2
"M23.91_73562"	34949.35	0.990865	55.0383464566929	1.11919504643963	635
"S67.22X_L7499"	36011.1	0.99112	18005.55	4.33333333333333	2
"S92.351_28485"	273309.68	0.999034	2296.72	1.71900826446281	119
"Z48.89_97799"	49840	0.993515	12460	1.10185185185185	4
"S39.012_99215"	106809.85	0.997077	312.309502923977	1.13232514177694	342
"S46.211_99456"	215834.55	0.998722	757.314210526316	1.52427184466019	285
"M25.572_99456"	35060	0.990895	649.259259259259	1.38888888888889	54
"S52.021_01740"	37084.97	0.99137	628.558813559322	1.51612903225806	59
"A41.9_A0436"	38170.88	0.99161	9542.72	1.5	4
"M65.9_99456"	44685.5	0.992788	757.381355932203	1.58461538461538	59
"M75.101_97750"	148815.31	0.998012	635.962863247863	1.80333333333333	234
"S96.912_97799"	117761	0.99739	13084.5555555556	1.0962962962963	9
"S90.31X_97799"	53808.69	0.994013	10761.738	1.05714285714286	5
"S67.01X_99456"	61310	0.994767	766.375	1.75280898876405	80
"S10.93X_97110"	43602.39	0.992621	427.474411764706	1.42771084337349	102
"M23.92_73721"	109327.75	0.997157	291.540666666667	1.06349206349206	375
"S06.0X9_99203"	50434.16	0.99359	154.232905198777	1.04848484848485	327
"S82.201_97799"	78375	0.995941	13062.5	1.38947368421053	6
"S62.631_26756"	32214.95	0.990154	1239.03653846154	1.46153846153846	26
"M25.571_99456"	38780.5	0.991745	615.563492063492	1.34920634920635	63
"S93.412_99456"	57019.55	0.994352	712.744375	1.17391304347826	80
"S83.23_29881"	31984.66	0.990093	2460.35846153846	1.23076923076923	13
"S83.512_97530"	262472.8	0.998977	886.732432432432	1.26334519572954	296
"S67.195_99456"	58725	0.99452	716.158536585366	1.41176470588235	82
"S66.323_26410"	41803.25	0.992312	1817.53260869565	2.1304347826087	23
"S39.012_A9273"	52267.32	0.993807	6.36087623220153	1.14597942964002	8217
"S76.192_27385"	35281.53	0.99095	3920.17	1.8	9
"S82.871_20694"	41703.47	0.992289	651.61671875	1.58208955223881	64
"M54.2_73221"	60335.78	0.994682	344.775885714286	1.14857142857143	175
"M48.02_97799"	41661.84	0.992281	13887.28	1.21276595744681	3
"M96.1_L8680"	67469.67	0.99525	1226.72127272727	1.57627118644068	55
"S22.41X_97799"	49705	0.993494	16568.3333333333	1	3
"S83.212_99456"	41067.5	0.992168	662.379032258065	1.4375	62
"S52.502_97799"	197305	0.998594	17936.8181818182	1.57635467980296	11
"M75.121_A4649"	55972.32	0.994227	554.181386138614	1.25	101
"M47.816_72158"	40135.49	0.992008	352.065701754386	1.08771929824561	114
"S82.002_97799"	53377.5	0.993961	8896.25	1	6
"M54.16_22633"	61928.92	0.994816	2692.56173913043	1.69565217391304	23
"S62.001_99456"	33760	0.990576	803.809523809524	1.31914893617021	42
"S46.311_99456"	33900	0.990606	807.142857142857	1.5	42
"M51.06_99456"	37475	0.991447	657.456140350877	1.66666666666667	57
"S42.201_01630"	54431.44	0.994074	824.718787878788	1.53030303030303	66
"S83.231_99456"	202863.5	0.998642	697.125429553265	1.42633228840125	291
"S62.662_99456"	36148	0.991153	657.236363636364	1.32142857142857	55
"M23.91_99456"	111887.5	0.997231	787.94014084507	1.50909090909091	142
"K40.90_E0673"	36696.11	0.991286	374.450102040816	1.90816326530612	98
"S52.592_99213"	35884.17	0.991087	249.195625	1.0327380952381	144
"S83.512_E0935"	67690.93	0.995264	361.9835828877	1.18882978723404	187
"M96.1_S9326"	37878	0.99154	37878	1	1
"S72.002_01230"	32935.35	0.990375	645.791176470588	1.48076923076923	51
"S09.90X_E1399"	34837.91	0.990837	1290.29296296296	1.2	27
"S06.0X0_99456"	614452	0.999656	1037.92567567568	2.23280423280423	592
"M75.21_23430"	269992.68	0.999016	2699.9268	1.69306930693069	100
"M24.812_99213"	142921.3	0.997899	410.693390804598	1.03497023809524	348
"S87.82X_97799"	70350	0.995444	14070	1.20987654320988	5
"S62.611_26727"	47622.11	0.993211	1831.61961538462	1.92307692307692	26
"G90.529_63685"	50703.36	0.993613	5633.70666666667	1.44444444444444	9
"M25.371_27698"	150252.3	0.99804	3954.00789473684	1.63157894736842	38
"S82.102_L5856"	46682.53	0.99306	23341.265	1	2
"M54.2_72141"	680941.1	0.999697	299.841963892558	1.07805724197745	2271
"M77.12_99203"	74520.26	0.995711	159.914721030043	1.05622489959839	466
"S06.9X9_A4353"	66473.7	0.995162	33236.85	1.13157894736842	2
"H93.19_V5261"	33422.5	0.990498	6684.5	1.4	5
"M25.512_97161"	157139.73	0.998133	112.08254636234	1.11941294196131	1402
"M62.81_99213"	33381.11	0.990487	196.359470588235	1.07552870090634	170
"S06.9X0_S9122"	44232.4	0.992732	44232.4	1	1
"S43.80X_L7499"	65547.52	0.995085	65547.52	3	1
"S67.22X_97799"	65737.5	0.99511	13147.5	1.59649122807018	5
"M51.27_00670"	80032.19	0.996021	1404.07350877193	1.21052631578947	57
"S43.421_29807"	33042.77	0.990407	1180.09892857143	1.46428571428571	28
"G40.309_G0156"	276404	0.999053	276404	1.1470054446461	1
"M25.411_73221"	36970.49	0.991341	280.07946969697	1.04545454545455	132
"S93.402_97546"	68248.91	0.995291	1749.97205128205	1.18207282913165	39
"M51.27_99213"	311323.07	0.999182	312.259849548646	1.05808080808081	997
"S80.211_99204"	45402.22	0.992888	229.304141414141	1.08585858585859	198
"T75.4XX_99456"	108337.5	0.997128	1128.515625	2.15037593984962	96
"S06.9X9_97799"	315706.23	0.999191	28700.5663636364	1.8952380952381	11
"M24.642_97799"	39812.5	0.991941	19906.25	1.04761904761905	2
"S09.8XX_99284"	72099.78	0.995565	159.866474501109	1.17256637168142	451
"S61.215_99213"	148341.09	0.998005	197.000119521912	1.0398293029872	753
"S49.81X_A0431"	35552.36	0.991023	17776.18	1.5	2
"T84.53X_L8699"	41960.8	0.992341	41960.8	1.5	1
"M54.42_99203"	34015.14	0.990634	139.98	1.03225806451613	243
"G82.20_A4326"	36514	0.99123	18257	1.11764705882353	2
"S51.812_A0431"	91095	0.996519	30365	1.33333333333333	3
"S42.301_97799"	42367.5	0.992407	21183.75	1.03508771929825	2
"M24.9_97799"	45286.75	0.992872	6469.53571428571	1.15151515151515	7
"S09.93X_99213"	85472.66	0.99627	212.61855721393	1.02947845804989	402
"S47.2XX_A0431"	32767.3	0.990328	16383.65	1.5	2
"S52.122_L8699"	38530.28	0.991693	3502.75272727273	1.27272727272727	11
"S06.0X9_99456"	221692.06	0.998766	980.938318584071	2.24548736462094	226
"M77.01_97530"	34772.87	0.990827	292.208991596639	1.13918629550321	119
"M51.27_95999"	196153.46	0.998583	1147.09625730994	3.5	171
"M96.1_80307"	308232.45	0.999171	300.128967867575	1.12555260831123	1027
"M12.562_27447"	41624.53	0.992273	2973.18071428571	1.64285714285714	14
"S68.624_26951"	35483.57	0.991005	1419.3428	1.48	25
"S02.5XX_99204"	39393.69	0.991866	229.033081395349	1.08092485549133	172
"S82.001_97799"	148091.06	0.997996	18511.3825	1.06432748538012	8
"Z89.611_L5999"	346433.24	0.999278	38492.5822222222	3.9375	9
"T85.9XX_62362"	42285.16	0.992394	10571.29	2	4
"S06.9X9_99509"	81439.51	0.996094	27146.5033333333	1.76630434782609	3
"M65.871_29898"	62780.88	0.994868	1101.41894736842	1.77586206896552	57
"S39.91X_A0436"	33047.2	0.99041	2065.45	1.8125	16
"S90.32X_99456"	271539.87	0.999022	933.126701030928	1.84900284900285	291
"S83.242_E0676"	72545.14	0.995589	797.199340659341	1.24271844660194	91
"S60.012_99214"	42957.43	0.992506	228.496968085106	1.11148648648649	188
"S93.411_99456"	80697.31	0.996057	707.871140350877	1.38333333333333	114
"S43.015_99456"	32465	0.990229	755	1.76086956521739	43
"M54.5_81479"	44904.3	0.992819	801.8625	6.09090909090909	56
"M54.16_L8680"	108519.36	0.997132	2712.984	1.52380952380952	40
"M54.5_E0748"	87118.72	0.996341	4355.936	1.15	20
"R26.89_97110"	136399.03	0.997794	497.806678832117	1.33619817997978	274
"S76.011_99214"	150650.28	0.998046	265.697142857143	1.03892215568862	567
"S68.419_L6880"	47790.68	0.993236	47790.68	1	1
"S13.4XX_64490"	41061.07	0.992166	466.603068181818	1.30973451327434	88
"S39.82X_A0429"	43418.98	0.992588	452.281041666667	1.11458333333333	96
"S46.312_24342"	192187.53	0.998548	3257.41576271186	1.66129032258065	59
"S62.324_26615"	131752.28	0.997698	1689.13179487179	1.69620253164557	78
"R69_90837"	63855	0.994949	9122.14285714286	1.03649635036496	7
"S43.421_29823"	70162.99	0.995431	508.427463768116	1.58992805755396	138
"S33.6XX_99456"	55098	0.994144	798.521739130435	2.12328767123288	69
"M77.01_99456"	50286	0.993572	785.71875	1.35064935064935	64
"S59.911_A0431"	43039.35	0.992521	14346.45	2.33333333333333	3
"S97.81X_99456"	129857.72	0.997663	832.421282051282	1.50769230769231	156
"G82.53_A4353"	97008.5	0.996741	24252.125	1.05263157894737	4
"S93.402_97750"	102664.52	0.996957	583.321136363636	1.72384937238494	176
"M25.531_99456"	52837.5	0.993887	686.201298701299	1.48780487804878	77
"K42.9_97799"	111962.5	0.997235	13995.3125	1.28571428571429	8
"T15.92X_99203"	41649.16	0.992276	145.626433566434	1.04545454545455	286
"M24.811_97799"	39992.5	0.991985	13330.8333333333	1.54166666666667	3
"S93.492_97799"	120211.24	0.997446	12021.124	1.00591715976331	10
"S05.91X_A0436"	35425.02	0.990992	7085.004	2.2	5
"M23.41_29874"	32404.79	0.990207	661.322244897959	1.6	49
"S93.05X_27829"	33844.89	0.990596	2115.305625	1.6875	16
"S63.619_99214"	35569.84	0.991024	273.614153846154	1.02631578947368	130
"S80.02X_97799"	163748.07	0.998218	7797.52714285714	1.19574468085106	21
"S29.019_97799"	101496.5	0.996915	8458.04166666667	1.44295302013423	12
"S61.032_99213"	39742.19	0.991928	164.223925619835	1.05897435897436	242
"S42.202_23615"	59736.5	0.994618	2133.44642857143	1.46875	28
"S83.281_97112"	42022.49	0.992356	333.511825396825	1.08607021517554	126
"S83.222_01400"	39768.02	0.991935	427.61311827957	1.56382978723404	93
"S39.012_99204"	4148259.92	0.999983	235.790366623089	1.09809249195963	17593
"Z89.512_L5999"	43456.3	0.9926	3104.02142857143	1.23529411764706	14
"S83.402_97112"	43942.98	0.992674	523.130714285714	1.12864493996569	84
"G93.40_99233"	35721.39	0.99105	1190.713	1.0695652173913	30
"H90.5_V5257"	83030.25	0.996166	3459.59375	1.30769230769231	24
"M51.36_22558"	46675.59	0.993058	1609.50310344828	2.55172413793103	29
"M54.40_97110"	41028.56	0.99216	482.688941176471	1.55555555555556	85
"M51.27_E0748"	63126.02	0.994894	4509.00142857143	1.64285714285714	14
"M51.26_22840"	134318.68	0.997746	1199.27392857143	2.28571428571429	112
"S32.89X_A0436"	71282.73	0.995498	7128.273	2.3	10
"M75.121_99456"	505533.4	0.999547	764.800907715583	1.43561643835616	661
"G82.53_E1399"	77455.96	0.995883	6454.66333333333	1.85416666666667	12
"M86.171_A4305"	51825.69	0.993737	2591.2845	1.20175438596491	20
"M25.531_99080"	41617.95	0.992271	22.980646051905	1.08344266596694	1811
"M75.122_29807"	52707.86	0.99387	1647.120625	1.8125	32
"S63.501_99203"	357354.51	0.99931	153.965751831107	1.05427008834666	2321
"W31.89X_A0431"	48839.36	0.993364	16279.7866666667	3	3
"Z79.899_G0482"	530433.6	0.999583	320.69746070133	1.08632242806464	1654
"S40.012_97110"	359950.75	0.99932	469.296936114733	1.29342167534311	767
"S09.90X_G0156"	1014964.9	0.999823	253741.225	1.03811563169165	4
"S68.119_99456"	45150	0.992854	663.970588235294	1.3943661971831	68
"G90.511_L8687"	33136.08	0.990433	16568.04	1	2
"S61.412_12002"	164416.73	0.998228	129.768531965272	1.10369206598586	1267
"Z76.89_S5125"	41934	0.992336	41934	1.35327635327635	1
"S56.912_99456"	88045	0.996381	863.186274509804	1.58035714285714	102
"S29.012_97150"	39592.99	0.9919	64.2743344155844	1.07743097238896	616
"M23.91_97110"	560968.95	0.999619	753.990524193548	1.18941599588971	744
"R58_A0431"	35870.74	0.991084	11956.9133333333	1.33333333333333	3
"S93.402_97799"	274503.75	0.999041	10557.8365384615	1.45502645502646	26
"S52.501_25609"	145871.77	0.997948	2472.40288135593	1.68333333333333	59
"M54.16_63030"	152987.39	0.998076	1662.90641304348	1.71276595744681	92
"S68.411_L7499"	210920.6	0.998692	35153.4333333333	3.23076923076923	6
"M75.42_97799"	63087.5	0.994893	10514.5833333333	1.15	6
"T14.8XX_E1399"	36818.39	0.991308	1753.25666666667	1.43333333333333	21
"S42.002_99456"	68700	0.995338	1108.06451612903	1.95348837209302	62
"M50.222_L8699"	61922.78	0.994815	30961.39	1	2
"M23.91_99080"	65420.06	0.995074	37.191620238772	1.06100970235159	1759
"T84.398_20680"	36396.78	0.991204	1348.02888888889	1.62962962962963	27
"S83.231_97799"	59933	0.994642	8561.85714285714	1.02597402597403	7
"M51.26_63685"	76229.41	0.99581	5863.80076923077	1.53846153846154	13
"M75.122_01610"	34073.97	0.990648	642.905094339623	1.45283018867925	53
"S20.219_99203"	97446.86	0.996757	151.55032659409	1.05417956656347	643
"M75.122_99456"	266939.26	0.999005	725.378423913044	1.44987146529563	368
"M50.222_00670"	36912.45	0.991332	1085.66029411765	1.61764705882353	34
"S91.322_A4223"	41750	0.9923	20875	1	2
"S00.03X_99285"	54778.56	0.994115	204.397611940298	1.10740740740741	268
"S61.210_99456"	68684	0.995337	746.565217391304	1.52577319587629	92
"S83.241_99456"	924950.16	0.999798	774.016870292887	1.48666666666667	1195
"S52.125_99456"	67186	0.995232	781.232558139535	1.53763440860215	86
"H90.3_V5253"	38048	0.991578	3804.8	2	10
"M24.811_E1399"	83469.96	0.996186	4173.498	1.33447098976109	20
"S93.602_99456"	158058	0.998151	878.1	1.75242718446602	180
"S63.502_97750"	83658.22	0.996195	663.954126984127	2.25806451612903	126
"S22.050_97799"	33625	0.99054	16812.5	1.58536585365854	2
"S62.522_97110"	39439.1	0.991874	532.960810810811	1.16819012797075	74
"S82.61X_A4649"	36961.6	0.991338	18480.8	1	2
"S43.102_99456"	34100	0.990653	874.358974358974	1.81395348837209	39
"G89.4_J1170"	33471.48	0.990511	778.406511627907	1.10119047619048	43
"S81.812_99456"	48350	0.993298	912.264150943396	2.2741935483871	53
"S39.82X_A4353"	39309.48	0.991851	39309.48	1.09090909090909	1
"S69.90X_A0431"	45427.69	0.992891	9085.538	1	5
"S83.512_L8699"	147191.85	0.997974	1773.39578313253	1.66265060240964	83
"S52.531_25608"	87569.12	0.996357	2575.56235294118	1.55882352941176	34
"S32.810_97799"	44175	0.992719	11043.75	1.2156862745098	4
"S43.421_99203"	80659.02	0.996056	147.998201834862	1.07818181818182	545
"S68.712_L7499"	133581.46	0.997727	133581.46	6	1
"S43.005_23650"	38471.72	0.991673	356.21962962963	1.25438596491228	108
"T14.90X_A0433"	39611.71	0.991905	747.390754716981	1.11320754716981	53
"S90.32X_99213"	552380.19	0.999615	200.573779956427	1.0352323838081	2754
"S09.93X_99456"	32529	0.990247	929.4	1.94594594594595	35
"T85.193_L8685"	49824.5	0.993511	24912.25	2	2
"S68.124_L7499"	51964.26	0.993768	51964.26	4	1
"S73.101_99456"	157567.5	0.998146	1023.16558441558	1.995	154
"H90.6_V5261"	63054.1	0.994889	4503.86428571429	1.4	14
"S88.119_L5679"	37955.28	0.991555	2372.205	1.21739130434783	16
"S57.81X_97799"	47608.75	0.993207	15869.5833333333	1.01333333333333	3
"S67.193_97799"	32000	0.990099	16000	1.6	2
"S42.201_99456"	139271.5	0.997848	844.069696969697	1.6031746031746	165
"S43.432_97799"	87700	0.996359	21925	1.6144578313253	4
"S39.012_97750"	859477.55	0.99977	652.107397572079	1.66471962616822	1318
"Z95.811_Q0508"	97200	0.996747	97200	1	1
"G89.21_L8687"	169467.5	0.998292	28244.5833333333	2.14285714285714	6
"L89.620_S9124"	34633	0.990786	34633	1.12121212121212	1
"Z89.511_L5981"	76507.85	0.995824	3477.62954545455	1.09090909090909	22
"S66.126_26356"	64808.87	0.995023	2700.36958333333	2.36	24
"S82.102_99456"	92450	0.996558	888.942307692308	1.64341085271318	104
"S88.911_L5999"	57343.08	0.994383	57343.08	1	1
"G56.02_97799"	31908.3	0.990072	10636.1	1.01612903225806	3
"G82.53_S9122"	160595	0.998179	160595	1.02105263157895	1
"S86.011_27691"	36828.14	0.991315	1753.72095238095	1.23809523809524	21
"Z01.818_99204"	33995.1	0.990633	154.523181818182	1.13122171945701	220
"M86.9_A6209"	37189	0.991387	7437.8	1.03846153846154	5
"S82.042_27524"	184582.39	0.998468	2073.95943820225	1.56521739130435	89
"Z98.890_E1399"	36676.25	0.99128	940.416666666667	1.21610169491525	39
"T84.53X_A4223"	34341.06	0.990719	11447.02	1.75	3
"S72.001_99456"	85812	0.996288	759.398230088496	1.4	113
"K43.0_49561"	164402.72	0.998226	1677.5787755102	1.59183673469388	98
"S33.9XX_99456"	127373	0.997615	749.252941176471	1.98314606741573	170
"G89.4_L8688"	33042.78	0.990408	2065.17375	1.5625	16
"S83.249_97530"	39803.15	0.99194	516.924025974026	1.31961259079903	77
"M54.16_95940"	54710.46	0.994103	120.773642384106	2.19021739130435	453
"R06.00_A0436"	38917.79	0.99178	7783.558	1.4	5
"T63.441_99213"	37765.8	0.991521	127.587162162162	1.0455764075067	296
"T85.618_S5165"	41336.08	0.992221	41336.08	17	1
"S76.012_99456"	160134	0.998173	1081.98648648649	2.09042553191489	148
"M54.5_99456"	425020.38	0.999435	627.799675036928	1.44972826086957	677
"S62.327_L7499"	75332.57	0.995754	75332.57	10	1
"S92.001_99456"	113860	0.997292	933.27868852459	1.53205128205128	122
"S46.012_97162"	32426.78	0.990216	124.240536398467	1.09386281588448	261
"M75.42_29827"	289817.9	0.999108	3083.16914893617	1.8936170212766	94
"S43.51X_29827"	32641.54	0.990283	3264.154	1.6	10
"S67.194_99456"	51670	0.99372	794.923076923077	1.47945205479452	65
